category,nattacks,nkilled,nkilledter,nwounded,nwoundedter,subcategory,subtype,type
Country,51.0,17.0,2.0,10.0,0.0,Algeria,Facility/Infrastructure Attack,Attack Type
Country,8.0,6.0,0.0,0.0,0.0,Algeria,Hijacking,Attack Type
Country,4.0,69.0,29.0,8.0,0.0,Algeria,Hostage Taking (Barricade Incident),Attack Type
Country,91.0,166.0,6.0,17.0,0.0,Algeria,Hostage Taking (Kidnapping),Attack Type
Country,1.0,1.0,0.0,0.0,0.0,Algeria,Unarmed Assault,Attack Type
Country,113.0,1366.0,83.0,756.0,0.0,Angola,Armed Assault,Attack Type
Country,15.0,16.0,0.0,2.0,0.0,Angola,Assassination,Attack Type
Country,242.0,399.0,2.0,765.0,0.0,Angola,Bombing/Explosion,Attack Type
Country,18.0,97.0,0.0,50.0,0.0,Angola,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Angola,Hostage Taking (Barricade Incident),Attack Type
Country,22.0,143.0,22.0,64.0,0.0,Angola,Hostage Taking (Kidnapping),Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Antigua and Barbuda,Facility/Infrastructure Attack,Attack Type
Country,87.0,179.0,100.0,43.0,0.0,Argentina,Armed Assault,Attack Type
Country,128.0,81.0,0.0,45.0,0.0,Argentina,Assassination,Attack Type
Country,441.0,202.0,0.0,619.0,0.0,Argentina,Bombing/Explosion,Attack Type
Country,34.0,0.0,0.0,0.0,0.0,Argentina,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Argentina,Hijacking,Attack Type
Country,4.0,2.0,0.0,4.0,0.0,Argentina,Hostage Taking (Barricade Incident),Attack Type
Country,69.0,20.0,1.0,6.0,2.0,Argentina,Hostage Taking (Kidnapping),Attack Type
Country,7.0,0.0,0.0,30.0,0.0,Argentina,Unarmed Assault,Attack Type
Country,4.0,10.0,0.0,1.0,0.0,Armenia,Armed Assault,Attack Type
Country,6.0,5.0,0.0,1.0,0.0,Armenia,Assassination,Attack Type
Country,9.0,16.0,0.0,67.0,0.0,Armenia,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Armenia,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Armenia,Hijacking,Attack Type
Country,1.0,0.0,0.0,1.0,0.0,Armenia,Hostage Taking (Kidnapping),Attack Type
Country,11.0,6.0,2.0,6.0,0.0,Australia,Armed Assault,Attack Type
Country,4.0,3.0,0.0,0.0,0.0,Australia,Assassination,Attack Type
Country,35.0,6.0,1.0,46.0,0.0,Australia,Bombing/Explosion,Attack Type
Country,24.0,0.0,0.0,0.0,0.0,Australia,Facility/Infrastructure Attack,Attack Type
Country,2.0,4.0,1.0,4.0,0.0,Australia,Hostage Taking (Barricade Incident),Attack Type
Country,3.0,0.0,0.0,23.0,0.0,Australia,Unarmed Assault,Attack Type
Country,10.0,1.0,0.0,9.0,0.0,Austria,Armed Assault,Attack Type
Country,9.0,7.0,0.0,4.0,0.0,Austria,Assassination,Attack Type
Country,54.0,13.0,1.0,94.0,2.0,Austria,Bombing/Explosion,Attack Type
Country,22.0,0.0,0.0,2.0,0.0,Austria,Facility/Infrastructure Attack,Attack Type
Country,2.0,4.0,0.0,5.0,0.0,Austria,Hijacking,Attack Type
Country,1.0,3.0,0.0,11.0,0.0,Austria,Hostage Taking (Barricade Incident),Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Austria,Hostage Taking (Kidnapping),Attack Type
Country,2.0,0.0,0.0,0.0,0.0,Austria,Unarmed Assault,Attack Type
Country,11.0,66.0,1.0,16.0,0.0,Azerbaijan,Armed Assault,Attack Type
Country,11.0,8.0,0.0,7.0,0.0,Azerbaijan,Assassination,Attack Type
Country,13.0,114.0,0.0,133.0,0.0,Azerbaijan,Bombing/Explosion,Attack Type
Country,3.0,0.0,0.0,6.0,0.0,Azerbaijan,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Azerbaijan,Hijacking,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Azerbaijan,Hostage Taking (Kidnapping),Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Bahamas,Armed Assault,Attack Type
Country,1.0,1.0,0.0,0.0,0.0,Bahamas,Assassination,Attack Type
Country,2.0,0.0,0.0,0.0,0.0,Bahamas,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Bahamas,Facility/Infrastructure Attack,Attack Type
Country,27.0,1.0,0.0,17.0,0.0,Bahrain,Armed Assault,Attack Type
Country,3.0,1.0,0.0,0.0,0.0,Bahrain,Assassination,Attack Type
Country,105.0,23.0,4.0,131.0,1.0,Bahrain,Bombing/Explosion,Attack Type
Country,34.0,12.0,0.0,7.0,0.0,Bahrain,Facility/Infrastructure Attack,Attack Type
Country,2.0,0.0,0.0,5.0,0.0,Bahrain,Unarmed Assault,Attack Type
Country,227.0,349.0,24.0,1372.0,11.0,Bangladesh,Armed Assault,Attack Type
Country,143.0,175.0,2.0,208.0,2.0,Bangladesh,Assassination,Attack Type
Country,745.0,300.0,31.0,3717.0,27.0,Bangladesh,Bombing/Explosion,Attack Type
Country,210.0,80.0,2.0,398.0,2.0,Bangladesh,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Bangladesh,Hijacking,Attack Type
Country,3.0,1.0,0.0,20.0,0.0,Bangladesh,Hostage Taking (Barricade Incident),Attack Type
Country,37.0,45.0,4.0,13.0,0.0,Bangladesh,Hostage Taking (Kidnapping),Attack Type
Country,10.0,1.0,1.0,76.0,1.0,Bangladesh,Unarmed Assault,Attack Type
Country,1.0,3.0,0.0,3.0,0.0,Barbados,Armed Assault,Attack Type
Country,2.0,73.0,0.0,0.0,0.0,Barbados,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Belarus,Armed Assault,Attack Type
Country,8.0,14.0,0.0,211.0,0.0,Belarus,Bombing/Explosion,Attack Type
Country,3.0,0.0,0.0,0.0,0.0,Belarus,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,1.0,0.0,Belarus,Unarmed Assault,Attack Type
Country,12.0,16.0,0.0,37.0,0.0,Belgium,Armed Assault,Attack Type
Country,20.0,15.0,0.0,3.0,0.0,Belgium,Assassination,Attack Type
Country,61.0,7.0,0.0,168.0,0.0,Belgium,Bombing/Explosion,Attack Type
Country,23.0,1.0,0.0,10.0,0.0,Belgium,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Belgium,Hijacking,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Belgium,Hostage Taking (Barricade Incident),Attack Type
Country,4.0,1.0,0.0,0.0,0.0,Belgium,Hostage Taking (Kidnapping),Attack Type
Country,12.0,0.0,0.0,20.0,0.0,Belgium,Unarmed Assault,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Belize,Armed Assault,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Belize,Assassination,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Belize,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Belize,Facility/Infrastructure Attack,Attack Type
Country,3.0,1.0,1.0,0.0,0.0,Belize,Hostage Taking (Kidnapping),Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Benin,Armed Assault,Attack Type
Country,4.0,0.0,0.0,3.0,0.0,Benin,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Benin,Hostage Taking (Kidnapping),Attack Type
Country,4.0,9.0,0.0,4.0,0.0,Bhutan,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Bhutan,Hostage Taking (Kidnapping),Attack Type
Country,14.0,10.0,0.0,31.0,0.0,Bolivia,Armed Assault,Attack Type
Country,26.0,10.0,0.0,7.0,0.0,Bolivia,Assassination,Attack Type
Country,228.0,14.0,0.0,96.0,0.0,Bolivia,Bombing/Explosion,Attack Type
Country,9.0,0.0,0.0,0.0,0.0,Bolivia,Facility/Infrastructure Attack,Attack Type
Country,7.0,1.0,0.0,1.0,0.0,Bolivia,Hostage Taking (Barricade Incident),Attack Type
Country,8.0,1.0,0.0,0.0,0.0,Bolivia,Hostage Taking (Kidnapping),Attack Type
Country,30.0,22.0,1.0,51.0,1.0,Bosnia-Herzegovina,Armed Assault,Attack Type
Country,11.0,6.0,0.0,5.0,0.0,Bosnia-Herzegovina,Assassination,Attack Type
Country,104.0,51.0,0.0,92.0,0.0,Bosnia-Herzegovina,Bombing/Explosion,Attack Type
Country,6.0,0.0,0.0,0.0,0.0,Bosnia-Herzegovina,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Bosnia-Herzegovina,Hostage Taking (Barricade Incident),Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Bosnia-Herzegovina,Hostage Taking (Kidnapping),Attack Type
Country,3.0,0.0,0.0,2.0,0.0,Bosnia-Herzegovina,Unarmed Assault,Attack Type
Country,1.0,1.0,0.0,0.0,0.0,Botswana,Assassination,Attack Type
Country,8.0,10.0,0.0,10.0,0.0,Botswana,Bombing/Explosion,Attack Type
Country,50.0,112.0,0.0,37.0,0.0,Brazil,Armed Assault,Attack Type
Country,64.0,73.0,0.0,16.0,0.0,Brazil,Assassination,Attack Type
Country,65.0,3.0,0.0,66.0,0.0,Brazil,Bombing/Explosion,Attack Type
Country,17.0,4.0,0.0,28.0,0.0,Brazil,Facility/Infrastructure Attack,Attack Type
Country,2.0,0.0,0.0,0.0,0.0,Brazil,Hijacking,Attack Type
Country,3.0,0.0,0.0,0.0,0.0,Brazil,Hostage Taking (Barricade Incident),Attack Type
Country,41.0,8.0,0.0,4.0,0.0,Brazil,Hostage Taking (Kidnapping),Attack Type
Country,2.0,0.0,0.0,2.0,0.0,Brazil,Unarmed Assault,Attack Type
Country,1.0,0.0,0.0,1.0,0.0,Brunei,Assassination,Attack Type
Country,9.0,8.0,0.0,0.0,0.0,Bulgaria,Assassination,Attack Type
Country,32.0,20.0,1.0,32.0,0.0,Bulgaria,Bombing/Explosion,Attack Type
Country,4.0,0.0,0.0,0.0,0.0,Bulgaria,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Bulgaria,Hijacking,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Bulgaria,Hostage Taking (Kidnapping),Attack Type
Country,3.0,0.0,0.0,2.0,0.0,Bulgaria,Unarmed Assault,Attack Type
Country,1.0,1.0,0.0,1.0,0.0,Burkina Faso,Armed Assault,Attack Type
Country,3.0,2.0,1.0,2.0,0.0,Burkina Faso,Assassination,Attack Type
Country,1.0,0.0,0.0,1.0,0.0,Burkina Faso,Facility/Infrastructure Attack,Attack Type
Country,2.0,4.0,1.0,6.0,0.0,Burkina Faso,Hostage Taking (Kidnapping),Attack Type
Country,197.0,1935.0,367.0,754.0,2.0,Burundi,Armed Assault,Attack Type
Country,31.0,45.0,5.0,10.0,0.0,Burundi,Assassination,Attack Type
Country,143.0,356.0,8.0,833.0,1.0,Burundi,Bombing/Explosion,Attack Type
Country,48.0,43.0,14.0,8.0,0.0,Burundi,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Burundi,Hijacking,Attack Type
Country,1.0,3.0,0.0,0.0,0.0,Burundi,Hostage Taking (Barricade Incident),Attack Type
Country,8.0,17.0,0.0,1.0,0.0,Burundi,Hostage Taking (Kidnapping),Attack Type
Country,49.0,184.0,0.0,207.0,0.0,Cambodia,Armed Assault,Attack Type
Country,23.0,29.0,0.0,6.0,0.0,Cambodia,Assassination,Attack Type
Country,82.0,132.0,0.0,457.0,0.0,Cambodia,Bombing/Explosion,Attack Type
Country,3.0,0.0,0.0,0.0,0.0,Cambodia,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,1.0,0.0,Cambodia,Hijacking,Attack Type
Country,2.0,50.0,0.0,0.0,0.0,Cambodia,Hostage Taking (Barricade Incident),Attack Type
Country,18.0,42.0,0.0,2.0,0.0,Cambodia,Hostage Taking (Kidnapping),Attack Type
Country,2.0,0.0,0.0,1.0,0.0,Cambodia,Unarmed Assault,Attack Type
Country,42.0,874.0,605.0,58.0,0.0,Cameroon,Armed Assault,Attack Type
Country,5.0,9.0,1.0,0.0,0.0,Cameroon,Assassination,Attack Type
Country,36.0,533.0,378.0,381.0,0.0,Cameroon,Bombing/Explosion,Attack Type
Country,10.0,38.0,10.0,0.0,0.0,Cameroon,Facility/Infrastructure Attack,Attack Type
Country,3.0,12.0,0.0,0.0,0.0,Cameroon,Hijacking,Attack Type
Country,2.0,6.0,0.0,0.0,0.0,Cameroon,Hostage Taking (Barricade Incident),Attack Type
Country,39.0,79.0,0.0,29.0,0.0,Cameroon,Hostage Taking (Kidnapping),Attack Type
Country,5.0,7.0,2.0,15.0,0.0,Canada,Armed Assault,Attack Type
Country,9.0,2.0,0.0,6.0,0.0,Canada,Assassination,Attack Type
Country,38.0,332.0,0.0,21.0,0.0,Canada,Bombing/Explosion,Attack Type
Country,12.0,0.0,0.0,0.0,0.0,Canada,Facility/Infrastructure Attack,Attack Type
Country,1.0,1.0,0.0,1.0,0.0,Canada,Hostage Taking (Barricade Incident),Attack Type
Country,2.0,1.0,0.0,0.0,0.0,Canada,Hostage Taking (Kidnapping),Attack Type
Country,5.0,0.0,0.0,30.0,0.0,Canada,Unarmed Assault,Attack Type
Country,103.0,867.0,128.0,363.0,32.0,Central African Republic,Armed Assault,Attack Type
Country,9.0,10.0,0.0,4.0,0.0,Central African Republic,Assassination,Attack Type
Country,20.0,40.0,1.0,95.0,0.0,Central African Republic,Bombing/Explosion,Attack Type
Country,2.0,0.0,0.0,0.0,0.0,Central African Republic,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Central African Republic,Hijacking,Attack Type
Country,2.0,13.0,0.0,1.0,0.0,Central African Republic,Hostage Taking (Barricade Incident),Attack Type
Country,37.0,152.0,1.0,28.0,0.0,Central African Republic,Hostage Taking (Kidnapping),Attack Type
Country,2.0,2.0,0.0,5.0,0.0,Central African Republic,Unarmed Assault,Attack Type
Country,31.0,460.0,67.0,1099.0,5.0,Chad,Armed Assault,Attack Type
Country,1.0,1.0,0.0,0.0,0.0,Chad,Assassination,Attack Type
Country,17.0,129.0,21.0,414.0,1.0,Chad,Bombing/Explosion,Attack Type
Country,2.0,1.0,0.0,0.0,0.0,Chad,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Chad,Hijacking,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Chad,Hostage Taking (Barricade Incident),Attack Type
Country,7.0,17.0,0.0,14.0,0.0,Chad,Hostage Taking (Kidnapping),Attack Type
Country,236.0,80.0,1.0,81.0,1.0,Chile,Armed Assault,Attack Type
Country,87.0,55.0,0.0,47.0,1.0,Chile,Assassination,Attack Type
Country,1733.0,72.0,6.0,579.0,5.0,Chile,Bombing/Explosion,Attack Type
Country,137.0,6.0,0.0,7.0,1.0,Chile,Facility/Infrastructure Attack,Attack Type
Country,5.0,1.0,0.0,2.0,0.0,Chile,Hijacking,Attack Type
Country,31.0,0.0,0.0,0.0,0.0,Chile,Hostage Taking (Barricade Incident),Attack Type
Country,20.0,7.0,0.0,3.0,0.0,Chile,Hostage Taking (Kidnapping),Attack Type
Country,5.0,1.0,0.0,22.0,0.0,Chile,Unarmed Assault,Attack Type
Country,43.0,578.0,135.0,453.0,4.0,China,Armed Assault,Attack Type
Country,13.0,22.0,7.0,9.0,0.0,China,Assassination,Attack Type
Country,152.0,379.0,95.0,1103.0,1.0,China,Bombing/Explosion,Attack Type
Country,5.0,3.0,0.0,12.0,0.0,China,Facility/Infrastructure Attack,Attack Type
Country,12.0,1.0,1.0,12.0,0.0,China,Hijacking,Attack Type
Country,6.0,1.0,1.0,0.0,0.0,China,Hostage Taking (Kidnapping),Attack Type
Country,6.0,1.0,1.0,217.0,0.0,China,Unarmed Assault,Attack Type
Country,1744.0,6654.0,95.0,1995.0,14.0,Colombia,Armed Assault,Attack Type
Country,1251.0,2228.0,15.0,330.0,2.0,Colombia,Assassination,Attack Type
Country,2936.0,2571.0,181.0,6960.0,13.0,Colombia,Bombing/Explosion,Attack Type
Country,251.0,136.0,73.0,49.0,5.0,Colombia,Facility/Infrastructure Attack,Attack Type
Country,29.0,7.0,0.0,3.0,0.0,Colombia,Hijacking,Attack Type
Country,84.0,30.0,1.0,20.0,7.0,Colombia,Hostage Taking (Barricade Incident),Attack Type
Country,893.0,515.0,30.0,115.0,0.0,Colombia,Hostage Taking (Kidnapping),Attack Type
Country,12.0,74.0,0.0,14.0,0.0,Colombia,Unarmed Assault,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Comoros,Assassination,Attack Type
Country,4.0,1.0,0.0,2.0,0.0,Comoros,Facility/Infrastructure Attack,Attack Type
Country,16.0,8.0,0.0,6.0,0.0,Costa Rica,Armed Assault,Attack Type
Country,4.0,2.0,0.0,2.0,0.0,Costa Rica,Assassination,Attack Type
Country,35.0,0.0,0.0,28.0,1.0,Costa Rica,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Costa Rica,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Costa Rica,Hijacking,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Costa Rica,Hostage Taking (Barricade Incident),Attack Type
Country,6.0,4.0,4.0,2.0,1.0,Costa Rica,Hostage Taking (Kidnapping),Attack Type
Country,13.0,235.0,0.0,37.0,0.0,Croatia,Armed Assault,Attack Type
Country,2.0,1.0,0.0,0.0,0.0,Croatia,Assassination,Attack Type
Country,40.0,12.0,0.0,36.0,1.0,Croatia,Bombing/Explosion,Attack Type
Country,4.0,4.0,0.0,4.0,0.0,Cuba,Armed Assault,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Cuba,Assassination,Attack Type
Country,12.0,1.0,0.0,3.0,0.0,Cuba,Bombing/Explosion,Attack Type
Country,8.0,3.0,0.0,2.0,0.0,Cuba,Hijacking,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Cuba,Hostage Taking (Barricade Incident),Attack Type
Country,2.0,0.0,0.0,0.0,0.0,Cuba,Unarmed Assault,Attack Type
Country,7.0,2.0,1.0,2.0,0.0,Cyprus,Armed Assault,Attack Type
Country,24.0,31.0,0.0,6.0,0.0,Cyprus,Assassination,Attack Type
Country,89.0,8.0,3.0,31.0,0.0,Cyprus,Bombing/Explosion,Attack Type
Country,2.0,0.0,0.0,0.0,0.0,Cyprus,Facility/Infrastructure Attack,Attack Type
Country,2.0,4.0,3.0,0.0,0.0,Cyprus,Hijacking,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Cyprus,Hostage Taking (Kidnapping),Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Czech Republic,Armed Assault,Attack Type
Country,2.0,1.0,0.0,0.0,0.0,Czech Republic,Assassination,Attack Type
Country,12.0,4.0,1.0,8.0,0.0,Czech Republic,Bombing/Explosion,Attack Type
Country,7.0,0.0,0.0,0.0,0.0,Czech Republic,Facility/Infrastructure Attack,Attack Type
Country,5.0,1.0,0.0,20.0,0.0,Czech Republic,Unarmed Assault,Attack Type
Country,2.0,0.0,0.0,2.0,0.0,Czechoslovakia,Assassination,Attack Type
Country,3.0,0.0,0.0,20.0,0.0,Czechoslovakia,Bombing/Explosion,Attack Type
Country,2.0,0.0,0.0,0.0,0.0,Czechoslovakia,Hijacking,Attack Type
Country,196.0,1518.0,173.0,371.0,36.0,Democratic Republic of the Congo,Armed Assault,Attack Type
Country,9.0,41.0,7.0,14.0,0.0,Democratic Republic of the Congo,Assassination,Attack Type
Country,24.0,24.0,0.0,161.0,0.0,Democratic Republic of the Congo,Bombing/Explosion,Attack Type
Country,19.0,420.0,2.0,11.0,0.0,Democratic Republic of the Congo,Facility/Infrastructure Attack,Attack Type
Country,6.0,25.0,8.0,18.0,0.0,Democratic Republic of the Congo,Hostage Taking (Barricade Incident),Attack Type
Country,124.0,302.0,8.0,257.0,0.0,Democratic Republic of the Congo,Hostage Taking (Kidnapping),Attack Type
Country,3.0,2.0,0.0,7.0,0.0,Denmark,Armed Assault,Attack Type
Country,2.0,0.0,0.0,1.0,0.0,Denmark,Assassination,Attack Type
Country,17.0,2.0,0.0,17.0,1.0,Denmark,Bombing/Explosion,Attack Type
Country,7.0,0.0,0.0,0.0,0.0,Denmark,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Denmark,Hijacking,Attack Type
Country,6.0,236.0,0.0,47.0,0.0,Djibouti,Armed Assault,Attack Type
Country,11.0,31.0,2.0,111.0,0.0,Djibouti,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Djibouti,Hijacking,Attack Type
Country,1.0,1.0,0.0,1.0,0.0,Djibouti,Hostage Taking (Kidnapping),Attack Type
Country,1.0,2.0,0.0,0.0,0.0,Djibouti,Unarmed Assault,Attack Type
Country,3.0,3.0,0.0,10.0,0.0,Dominica,Armed Assault,Attack Type
Country,14.0,12.0,3.0,54.0,0.0,Dominican Republic,Armed Assault,Attack Type
Country,7.0,2.0,0.0,3.0,0.0,Dominican Republic,Assassination,Attack Type
Country,54.0,17.0,0.0,25.0,0.0,Dominican Republic,Bombing/Explosion,Attack Type
Country,4.0,0.0,0.0,36.0,0.0,Dominican Republic,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Dominican Republic,Hostage Taking (Barricade Incident),Attack Type
Country,5.0,0.0,0.0,0.0,0.0,Dominican Republic,Hostage Taking (Kidnapping),Attack Type
Country,1.0,0.0,0.0,1.0,0.0,Dominican Republic,Unarmed Assault,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,East Germany (GDR),Armed Assault,Attack Type
Country,4.0,1.0,0.0,3.0,0.0,East Germany (GDR),Assassination,Attack Type
Country,16.0,0.0,0.0,33.0,0.0,East Germany (GDR),Bombing/Explosion,Attack Type
Country,14.0,0.0,0.0,0.0,0.0,East Germany (GDR),Facility/Infrastructure Attack,Attack Type
Country,1.0,1.0,0.0,0.0,0.0,East Germany (GDR),Hostage Taking (Kidnapping),Attack Type
Country,2.0,5.0,0.0,5.0,0.0,East Timor,Armed Assault,Attack Type
Country,1.0,1.0,0.0,0.0,0.0,East Timor,Assassination,Attack Type
Country,3.0,0.0,0.0,1.0,0.0,East Timor,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,East Timor,Facility/Infrastructure Attack,Attack Type
Country,1.0,2.0,1.0,1.0,0.0,East Timor,Hostage Taking (Kidnapping),Attack Type
Country,33.0,28.0,0.0,26.0,0.0,Ecuador,Armed Assault,Attack Type
Country,26.0,10.0,0.0,4.0,0.0,Ecuador,Assassination,Attack Type
Country,102.0,4.0,0.0,26.0,0.0,Ecuador,Bombing/Explosion,Attack Type
Country,9.0,0.0,0.0,0.0,0.0,Ecuador,Facility/Infrastructure Attack,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Ecuador,Hijacking,Attack Type
Country,8.0,0.0,0.0,0.0,0.0,Ecuador,Hostage Taking (Barricade Incident),Attack Type
Country,19.0,7.0,0.0,3.0,1.0,Ecuador,Hostage Taking (Kidnapping),Attack Type
Country,589.0,864.0,140.0,882.0,14.0,Egypt,Armed Assault,Attack Type
Country,223.0,248.0,4.0,175.0,2.0,Egypt,Assassination,Attack Type
Country,804.0,1082.0,165.0,2335.0,9.0,Egypt,Bombing/Explosion,Attack Type
Country,64.0,13.0,0.0,13.0,0.0,Egypt,Facility/Infrastructure Attack,Attack Type
Country,6.0,3.0,0.0,1.0,0.0,Egypt,Hijacking,Attack Type
Country,2.0,1.0,1.0,0.0,0.0,Egypt,Hostage Taking (Barricade Incident),Attack Type
Country,50.0,48.0,3.0,12.0,0.0,Egypt,Hostage Taking (Kidnapping),Attack Type
Country,2.0,0.0,0.0,2.0,0.0,Egypt,Unarmed Assault,Attack Type
Country,2008.0,8979.0,19.0,3041.0,4.0,El Salvador,Armed Assault,Attack Type
Country,431.0,648.0,2.0,70.0,0.0,El Salvador,Assassination,Attack Type
Country,1768.0,1123.0,15.0,1339.0,3.0,El Salvador,Bombing/Explosion,Attack Type
Country,180.0,35.0,12.0,25.0,1.0,El Salvador,Facility/Infrastructure Attack,Attack Type
Country,115.0,21.0,0.0,27.0,0.0,El Salvador,Hostage Taking (Barricade Incident),Attack Type
Country,143.0,55.0,3.0,12.0,1.0,El Salvador,Hostage Taking (Kidnapping),Attack Type
Country,1.0,0.0,0.0,0.0,0.0,El Salvador,Unarmed Assault,Attack Type
Country,1.0,1.0,0.0,3.0,0.0,Equatorial Guinea,Armed Assault,Attack Type
Country,1.0,6.0,0.0,0.0,0.0,Eritrea,Armed Assault,Attack Type
Country,2.0,2.0,0.0,8.0,0.0,Eritrea,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Eritrea,Hostage Taking (Kidnapping),Attack Type
Country,3.0,0.0,0.0,1.0,0.0,Estonia,Armed Assault,Attack Type
Country,1.0,1.0,0.0,0.0,0.0,Estonia,Assassination,Attack Type
Country,9.0,2.0,1.0,10.0,0.0,Estonia,Bombing/Explosion,Attack Type
Country,22.0,564.0,2.0,344.0,0.0,Ethiopia,Armed Assault,Attack Type
Country,10.0,12.0,0.0,2.0,0.0,Ethiopia,Assassination,Attack Type
Country,65.0,184.0,2.0,478.0,0.0,Ethiopia,Bombing/Explosion,Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Ethiopia,Facility/Infrastructure Attack,Attack Type
Country,7.0,3.0,2.0,0.0,0.0,Ethiopia,Hijacking,Attack Type
Country,2.0,323.0,1.0,200.0,0.0,Ethiopia,Hostage Taking (Barricade Incident),Attack Type
Country,16.0,65.0,0.0,8.0,0.0,Ethiopia,Hostage Taking (Kidnapping),Attack Type
Country,1.0,0.0,0.0,0.0,0.0,Falkland Islands,Bombing/Explosion,Attack Type
Country,1.0,1.0,0.0,0.0,0.0,Fiji,Assassination,Attack Type
Country,6.0,0.0,0.0,1.0,0.0,Fiji,Bombing/Explosion,Attack Type
Country,7.0,0.0,0.0,0.0,0.0,Fiji,Facility/Infrastructure Attack,Attack Type
Country,2.0,7.0,5.0,17.0,5.0,Fiji,Hostage Taking (Kidnapping),Attack Type
Country,2.0,9.0,1.0,1.0,0.0,Finland,Armed Assault,Attack Type
Country,4.0,0.0,0.0,2.0,0.0,Finland,Bombing/Explosion,Attack Type
Country,9.0,0.0,0.0,1.0,0.0,Finland,Facility/Infrastructure Attack,Attack Type
Country,109.0,71.0,2.0,105.0,0.0,France,Armed Assault,Attack Type
Country,159.0,126.0,2.0,56.0,0.0,France,Assassination,Attack Type
Country,2024.0,102.0,15.0,1378.0,0.0,France,Bombing/Explosion,Attack Type
Country,142.0,0.0,0.0,6.0,0.0,France,Facility/Infrastructure Attack,Attack Type
Country,4.0,0.0,0.0,0.0,0.0,France,Hijacking,Attack Type
Country,20.0,26.0,3.0,53.0,3.0,France,Hostage Taking (Barricade Incident),Attack Type
Country,17.0,95.0,3.0,107.0,0.0,France,Hostage Taking (Kidnapping),Attack Type
Country,12.0,4.0,0.0,5.0,0.0,France,Unarmed Assault,Attack Type
Country,1.0,0.0,0.0,12.0,0.0,French Guiana,Armed Assault,Attack Type
Country,3.0,1.0,0.0,0.0,0.0,French Guiana,Bombing/Explosion,Attack Type
Country,3.0,0.0,0.0,1.0,0.0,French Guiana,Facility/Infrastructure Attack,Attack Type
Country,2.0,0.0,0.0,13.0,0.0,French Polynesia,Facility/Infrastructure Attack,Attack Type
